Bin Id	Marker lineage	# genomes	# markers	# marker sets	Completeness	Contamination	Strain heterogeneity	Genome size (bp)	# ambiguous bases	# scaffolds	# contigs	N50 (scaffolds)	N50 (contigs)	Mean scaffold length (bp)	Mean contig length (bp)	Longest scaffold (bp)	Longest contig (bp)	GC	GC std (scaffolds > 1kbp)	Coding density	Translation table	# predicted genes	0	1	2	3	4	5+
20082D-01-04_S10.metabat.1	k__Bacteria (UID2569)	434	278	186	53.92	1.42	28.57	773658	0	239	239	3562	3562	3237	3237	11814	11814	31.4	1.34	96.02	11	851	131	140	7	0	0	0
20082D-01-04_S10.metabat.10	f__Rhodobacteraceae (UID3356)	67	615	329	75.75	1.22	60.00	1635736	0	126	126	21258	21258	12982	12982	72267	72267	44.0	1.58	91.80	11	1620	141	469	5	0	0	0
20082D-01-04_S10.metabat.11	k__Bacteria (UID203)	5449	104	58	61.72	0.00	0.00	1694726	0	155	155	17054	17054	10933	10933	41720	41720	45.1	1.28	91.47	11	1651	61	43	0	0	0	0
20082D-01-04_S10.metabat.12	k__Bacteria (UID203)	5449	104	58	97.65	289.45	3.66	8118870	0	1096	1096	11214	11214	7407	7407	94326	94326	33.3	1.74	95.31	11	7936	5	3	26	26	20	24
20082D-01-04_S10.metabat.13	c__Gammaproteobacteria (UID4444)	263	506	232	24.83	0.64	41.67	2016245	0	278	278	9289	9289	7252	7252	50391	50391	49.1	1.26	87.80	11	2002	383	111	12	0	0	0
20082D-01-04_S10.metabat.14	f__Rhodobacteraceae (UID3356)	67	617	330	79.71	4.90	6.06	2004111	0	95	95	35689	35689	21095	21095	83703	83703	38.4	1.16	91.74	11	1936	121	465	30	1	0	0
20082D-01-04_S10.metabat.15	f__Rhodobacteraceae (UID3356)	67	615	329	91.16	13.39	2.22	2972840	0	224	224	28083	28083	13271	13271	94463	94463	37.1	1.73	92.76	11	2876	47	486	78	4	0	0
20082D-01-04_S10.metabat.16	s__algicola (UID2846)	47	571	303	79.44	2.22	9.09	1526079	0	127	127	22165	22165	12016	12016	68958	68958	29.9	1.52	95.32	11	1454	128	432	11	0	0	0
20082D-01-04_S10.metabat.17	f__Rhodobacteraceae (UID3356)	67	615	329	93.42	49.30	36.97	4384506	0	592	592	11134	11134	7406	7406	84093	84093	47.3	2.24	89.88	11	4459	59	343	155	50	7	1
20082D-01-04_S10.metabat.18	root (UID1)	5656	56	24	0.00	0.00	0.00	298234	0	86	86	3569	3569	3467	3467	10245	10245	48.1	1.05	88.97	11	333	56	0	0	0	0	0
20082D-01-04_S10.metabat.19	k__Archaea (UID2)	207	149	107	8.30	0.00	0.00	387630	0	24	24	35074	35074	16151	16151	66108	66108	38.7	1.37	73.16	4	396	132	17	0	0	0	0
20082D-01-04_S10.metabat.2	k__Bacteria (UID203)	5449	102	56	17.86	0.00	0.00	499072	0	102	102	6371	6371	4892	4892	22642	22642	36.3	1.54	95.24	11	558	91	11	0	0	0	0
20082D-01-04_S10.metabat.20	c__Gammaproteobacteria (UID4267)	119	544	284	76.18	2.84	0.00	1997157	0	141	141	31094	31094	14164	14164	129770	129770	37.1	1.70	93.94	11	1888	130	399	14	1	0	0
20082D-01-04_S10.metabat.21	k__Bacteria (UID203)	5449	104	58	88.79	107.70	9.60	2419669	0	332	332	13174	13174	7288	7288	113180	113180	37.5	1.62	95.65	11	2580	7	19	49	7	8	14
20082D-01-04_S10.metabat.22	k__Bacteria (UID2495)	2993	147	91	86.41	4.95	20.00	2593623	0	259	259	14573	14573	10013	10013	63156	63156	38.7	1.53	91.44	11	2440	47	95	5	0	0	0
20082D-01-04_S10.metabat.23	k__Archaea (UID2)	207	145	103	78.88	5.83	14.29	894879	0	254	254	3926	3926	3523	3523	16658	16658	31.0	1.71	91.13	11	1268	27	113	4	1	0	0
20082D-01-04_S10.metabat.24	c__Gammaproteobacteria (UID4443)	356	451	270	23.35	0.93	25.00	501014	0	118	118	5007	5007	4245	4245	17090	17090	38.5	1.31	97.17	11	570	348	99	4	0	0	0
20082D-01-04_S10.metabat.25	k__Bacteria (UID203)	5449	104	58	100.00	222.35	27.96	6210726	0	1129	1129	7589	7589	5501	5501	72725	72725	30.2	2.10	95.23	11	6426	0	17	17	36	21	13
20082D-01-04_S10.metabat.26	k__Bacteria (UID203)	5449	102	58	19.83	0.86	100.00	309669	0	60	60	5868	5868	5161	5161	17446	17446	35.1	0.97	95.71	11	332	89	12	1	0	0	0
20082D-01-04_S10.metabat.27	k__Bacteria (UID1453)	901	171	117	97.44	1.71	0.00	2600255	0	42	42	153800	153800	61910	61910	383669	383669	47.5	1.42	91.81	11	2558	3	166	2	0	0	0
20082D-01-04_S10.metabat.28	p__Euryarchaeota (UID3)	148	188	125	81.73	5.60	0.00	1563515	0	65	65	54124	54124	24054	24054	131712	131712	35.9	1.35	94.50	11	1395	26	155	7	0	0	0
20082D-01-04_S10.metabat.29	c__Gammaproteobacteria (UID4444)	263	503	230	94.71	0.54	0.00	2900776	0	163	163	30840	30840	17796	17796	107452	107452	52.3	1.55	89.85	11	2773	39	461	3	0	0	0
20082D-01-04_S10.metabat.3	root (UID1)	5656	56	24	100.00	2084.63	2.41	35272183	0	13127	13127	2675	2675	2686	2686	49755	49755	32.5	2.67	95.13	11	41160	0	0	0	0	0	56
20082D-01-04_S10.metabat.30	k__Bacteria (UID203)	5449	104	58	89.97	88.45	46.15	4294174	0	251	251	28670	28670	17108	17108	142652	142652	45.3	1.36	91.81	11	4066	28	15	59	2	0	0
20082D-01-04_S10.metabat.31	f__Rhodobacteraceae (UID3356)	67	615	329	73.27	13.99	26.98	2541156	0	290	290	13114	13114	8762	8762	121402	121402	44.1	2.05	90.91	11	2554	180	372	63	0	0	0
20082D-01-04_S10.metabat.32	k__Bacteria (UID203)	5449	104	58	67.24	0.00	0.00	2007043	0	169	169	19823	19823	11875	11875	83506	83506	45.2	1.39	91.02	11	1978	58	46	0	0	0	0
20082D-01-04_S10.metabat.33	k__Archaea (UID2)	207	149	107	75.47	49.18	0.00	18348930	0	1636	1636	14868	14868	11215	11215	69470	69470	56.5	1.91	85.92	11	14288	31	59	33	21	2	3
20082D-01-04_S10.metabat.34	k__Bacteria (UID203)	5449	104	58	57.76	0.00	0.00	2110601	0	224	224	12294	12294	9422	9422	44235	44235	47.4	1.38	87.64	11	1983	65	39	0	0	0	0
20082D-01-04_S10.metabat.35	c__Alphaproteobacteria (UID3337)	468	388	250	36.16	8.08	17.65	3042579	0	764	764	4506	4506	3982	3982	33568	33568	40.7	1.64	90.92	11	3194	238	118	31	1	0	0
20082D-01-04_S10.metabat.36	k__Bacteria (UID203)	5449	104	58	34.48	0.00	0.00	1738479	0	261	261	7881	7881	6660	6660	40074	40074	49.3	1.37	88.30	11	1751	84	20	0	0	0	0
20082D-01-04_S10.metabat.37	k__Archaea (UID2)	207	149	107	71.42	33.48	0.00	11587258	0	1860	1860	7431	7431	6229	6229	44618	44618	48.3	1.68	86.87	11	8461	39	63	31	13	2	1
20082D-01-04_S10.metabat.38	k__Bacteria (UID203)	5449	104	58	50.00	5.17	33.33	2111725	0	312	312	7843	7843	6768	6768	41755	41755	45.5	1.48	90.79	11	2099	71	30	3	0	0	0
20082D-01-04_S10.metabat.39	k__Bacteria (UID3187)	2258	190	119	88.04	0.00	0.00	2084968	0	377	377	6920	6920	5530	5530	27547	27547	41.1	2.01	90.09	11	2057	17	173	0	0	0	0
20082D-01-04_S10.metabat.4	k__Archaea (UID2)	207	149	107	23.68	0.00	0.00	630645	0	162	162	4615	4615	3892	3892	12463	12463	37.9	1.44	95.37	11	645	117	32	0	0	0	0
20082D-01-04_S10.metabat.40	k__Bacteria (UID203)	5449	102	58	19.83	0.00	0.00	509554	0	129	129	4433	4433	3950	3950	14414	14414	38.0	1.36	96.48	11	592	90	12	0	0	0	0
20082D-01-04_S10.metabat.41	o__Cytophagales (UID2936)	47	454	336	77.21	2.08	25.00	2149790	0	479	479	5327	5327	4488	4488	23534	23534	39.0	1.71	92.07	11	2156	116	330	8	0	0	0
20082D-01-04_S10.metabat.42	root (UID1)	5656	56	24	0.00	0.00	0.00	285238	0	77	77	4090	4090	3704	3704	10064	10064	54.5	1.26	88.56	11	353	56	0	0	0	0	0
20082D-01-04_S10.metabat.5	k__Bacteria (UID3187)	2258	190	119	75.43	0.00	0.00	1506999	0	300	300	5819	5819	5023	5023	20088	20088	42.4	1.87	90.66	11	1478	48	142	0	0	0	0
20082D-01-04_S10.metabat.6	p__Euryarchaeota (UID3)	148	188	125	75.96	0.00	0.00	1290696	0	96	96	25572	25572	13444	13444	75951	75951	38.1	1.15	94.96	11	1178	36	152	0	0	0	0
20082D-01-04_S10.metabat.7	k__Bacteria (UID203)	5449	104	58	69.20	62.07	34.62	2140145	0	303	303	10200	10200	7063	7063	63990	63990	34.2	1.50	96.26	11	2367	52	22	19	11	0	0
20082D-01-04_S10.metabat.8	p__Euryarchaeota (UID3)	148	188	125	42.93	0.00	0.00	1124707	0	236	236	5602	5602	4765	4765	21034	21034	46.1	1.13	94.59	11	1090	103	85	0	0	0	0
20082D-01-04_S10.metabat.9	k__Bacteria (UID2495)	2993	147	91	73.53	0.00	0.00	812589	0	67	67	24192	24192	12128	12128	72225	72225	32.6	1.43	96.44	11	855	26	121	0	0	0	0
20082D-01-05_S0.metabat.1	k__Bacteria (UID203)	5449	103	58	27.95	82.84	9.48	503338	0	123	123	4825	4825	4092	4092	27074	27074	30.4	3.43	75.90	11	579	48	7	7	8	10	23
20082D-01-05_S0.metabat.10	p__Bacteroidetes (UID2591)	364	302	202	95.13	1.44	0.00	6429179	0	621	621	14278	14278	10352	10352	57813	57813	35.4	1.21	87.07	11	5217	23	274	5	0	0	0
20082D-01-05_S0.metabat.11	k__Bacteria (UID203)	5449	104	58	85.19	12.05	6.45	2647656	0	605	605	5284	5284	4376	4376	18172	18172	31.2	1.88	92.64	11	2697	20	64	16	3	1	0
20082D-01-05_S0.metabat.12	c__Gammaproteobacteria (UID4267)	119	541	283	97.53	0.47	0.00	2905858	0	26	26	180167	180167	111763	111763	355904	355904	45.4	0.87	91.84	11	2776	63	473	5	0	0	0
20082D-01-05_S0.metabat.13	root (UID1)	5656	56	24	0.00	0.00	0.00	228633	0	21	21	21081	21081	10887	10887	34455	34455	45.1	2.12	84.98	11	252	56	0	0	0	0	0
20082D-01-05_S0.metabat.14	k__Bacteria (UID203)	5449	104	58	4.31	0.00	0.00	214325	0	88	88	2435	2435	2435	2435	4970	4970	41.7	1.17	91.21	11	304	101	3	0	0	0	0
20082D-01-05_S0.metabat.15	f__Flavobacteriaceae (UID2845)	53	548	298	79.41	0.91	50.00	1990535	0	173	173	15517	15517	11505	11505	41975	41975	31.5	1.29	89.98	11	1805	154	390	4	0	0	0
20082D-01-05_S0.metabat.16	c__Gammaproteobacteria (UID4267)	119	544	284	97.16	1.82	14.29	2956213	0	75	75	57238	57238	39416	39416	153438	153438	50.6	0.99	92.06	11	2755	11	526	7	0	0	0
20082D-01-05_S0.metabat.17	f__Rhodobacteraceae (UID3360)	56	582	313	71.36	3.89	41.18	2841068	0	698	698	4991	4991	4070	4070	37370	37370	55.7	1.93	92.18	11	3420	180	385	17	0	0	0
20082D-01-05_S0.metabat.18	f__Rhodobacteraceae (UID3356)	67	617	330	93.55	3.37	9.52	3125258	0	139	139	36691	36691	22483	22483	143334	143334	60.5	1.23	92.43	11	3164	71	525	21	0	0	0
20082D-01-05_S0.metabat.19	root (UID1)	5656	56	24	4.17	4.17	0.00	309763	0	112	112	2855	2855	2765	2765	9237	9237	37.8	1.75	86.81	11	398	55	0	1	0	0	0
20082D-01-05_S0.metabat.2	f__Rhodobacteraceae (UID3360)	56	582	313	93.92	4.80	34.48	4292977	0	185	185	40041	40041	23205	23205	147255	147255	57.8	1.70	91.48	11	4283	43	510	29	0	0	0
20082D-01-05_S0.metabat.20	p__Proteobacteria (UID3880)	1495	261	164	86.21	1.22	0.00	2922898	0	373	373	11920	11920	7836	7836	61524	61524	34.8	1.80	92.36	11	2724	56	190	15	0	0	0
20082D-01-05_S0.metabat.21	f__Rhodobacteraceae (UID3356)	67	615	329	68.80	12.78	24.66	2025088	0	623	623	3510	3510	3250	3250	14123	14123	47.8	2.26	90.24	11	2387	194	356	61	4	0	0
20082D-01-05_S0.metabat.22	c__Gammaproteobacteria (UID4274)	112	581	290	96.67	2.36	11.11	2372120	0	94	94	49096	49096	25235	25235	159256	159256	41.6	1.59	93.43	11	2388	19	555	6	1	0	0
20082D-01-05_S0.metabat.23	root (UID1)	5656	56	24	8.33	0.00	0.00	580275	0	222	222	2615	2615	2613	2613	8855	8855	52.9	1.57	91.10	11	698	54	2	0	0	0	0
20082D-01-05_S0.metabat.24	c__Gammaproteobacteria (UID4761)	52	693	297	95.34	0.97	28.57	4049455	0	213	213	34243	34243	19011	19011	144160	144160	37.6	1.47	86.05	11	3525	31	655	7	0	0	0
20082D-01-05_S0.metabat.25	k__Bacteria (UID203)	5449	104	58	97.18	75.80	14.71	7490948	0	1988	1988	4406	4406	3768	3768	32123	32123	39.0	1.56	91.66	11	7905	8	38	45	7	6	0
20082D-01-05_S0.metabat.26	s__algicola (UID2846)	47	571	303	98.81	0.60	0.00	4394958	0	82	82	153908	153908	53597	53597	410757	410757	33.9	1.26	91.98	11	3952	10	556	5	0	0	0
20082D-01-05_S0.metabat.27	k__Bacteria (UID203)	5449	104	58	75.39	8.13	27.78	3013878	0	671	671	5295	5295	4491	4491	39207	39207	56.6	2.07	91.74	11	3527	30	56	18	0	0	0
20082D-01-05_S0.metabat.28	k__Bacteria (UID2569)	434	278	186	100.00	0.54	0.00	2992630	0	40	40	179390	179390	74815	74815	325473	325473	36.4	1.00	93.39	11	2660	0	277	1	0	0	0
20082D-01-05_S0.metabat.29	k__Archaea (UID2)	207	149	107	3.51	0.00	0.00	422931	0	124	124	3946	3946	3410	3410	11800	11800	30.3	2.94	91.22	11	473	132	17	0	0	0	0
20082D-01-05_S0.metabat.3	k__Bacteria (UID203)	5449	104	58	9.06	0.00	0.00	603024	0	243	243	2457	2457	2481	2481	6815	6815	49.4	1.53	90.85	11	779	91	13	0	0	0	0
20082D-01-05_S0.metabat.30	o__Oceanospirillales (UID4446)	43	529	233	58.24	2.55	20.00	1232417	0	403	403	3106	3106	3058	3058	11050	11050	45.3	1.52	91.34	11	1476	228	291	10	0	0	0
20082D-01-05_S0.metabat.31	k__Bacteria (UID203)	5449	104	58	49.37	1.72	0.00	1370161	0	504	504	2819	2819	2718	2718	8207	8207	39.9	1.47	94.32	11	1680	64	39	1	0	0	0
20082D-01-05_S0.metabat.32	root (UID1)	5656	56	24	0.00	0.00	0.00	304452	0	56	56	5567	5567	5436	5436	56917	56917	49.1	1.47	88.51	11	319	56	0	0	0	0	0
20082D-01-05_S0.metabat.33	root (UID1)	5656	56	24	0.00	0.00	0.00	230989	0	24	24	23122	23122	9624	9624	71795	71795	44.8	1.66	84.14	11	204	56	0	0	0	0	0
20082D-01-05_S0.metabat.34	k__Bacteria (UID2569)	434	277	185	92.43	1.10	100.00	4698382	0	685	685	9728	9728	6858	6858	52192	52192	39.8	1.09	92.84	11	4460	16	258	3	0	0	0
20082D-01-05_S0.metabat.35	k__Bacteria (UID203)	5449	104	58	88.71	65.52	85.11	8622985	0	1492	1492	7613	7613	5779	5779	57640	57640	50.4	2.98	88.73	11	8759	38	23	41	2	0	0
20082D-01-05_S0.metabat.36	c__Gammaproteobacteria (UID4444)	263	507	232	74.92	1.28	57.14	2692409	0	457	457	7876	7876	5891	5891	28753	28753	49.6	1.96	90.89	11	2800	135	365	7	0	0	0
20082D-01-05_S0.metabat.37	root (UID1)	5656	56	24	41.67	109.79	13.66	494614	0	71	71	10521	10521	6966	6966	34285	34285	29.6	1.93	72.89	11	582	14	0	0	17	24	1
20082D-01-05_S0.metabat.38	k__Archaea (UID2)	207	149	107	5.85	0.50	0.00	383764	0	52	52	9305	9305	7380	7380	23936	23936	28.9	1.96	90.95	11	461	130	12	7	0	0	0
20082D-01-05_S0.metabat.39	k__Bacteria (UID203)	5449	104	58	33.62	0.00	0.00	1091468	0	289	289	4599	4599	3776	3776	15478	15478	58.7	1.37	93.08	11	1357	82	22	0	0	0	0
20082D-01-05_S0.metabat.4	c__Gammaproteobacteria (UID4761)	52	693	297	98.53	235.93	14.43	14958675	0	3428	3428	5581	5581	4363	4363	62709	62709	37.3	2.23	87.58	11	15382	35	33	93	245	216	71
20082D-01-05_S0.metabat.40	f__Rhodobacteraceae (UID3361)	46	654	332	79.57	55.27	24.41	6756757	0	2595	2595	2629	2629	2603	2603	18361	18361	58.9	2.21	91.32	11	8636	146	264	172	51	18	3
20082D-01-05_S0.metabat.5	f__Rhodobacteraceae (UID3361)	46	654	332	98.02	2.61	21.43	4232861	0	352	352	19411	19411	12025	12025	92250	92250	61.0	2.09	90.78	11	4345	16	624	14	0	0	0
20082D-01-05_S0.metabat.6	k__Bacteria (UID203)	5449	104	58	10.34	0.00	0.00	443867	0	225	225	1867	1867	1972	1972	4893	4893	64.0	1.76	92.13	11	638	96	8	0	0	0	0
20082D-01-05_S0.metabat.7	f__Rhodobacteraceae (UID3360)	56	582	313	86.19	4.63	40.00	4787080	0	792	792	8162	8162	6044	6044	43097	43097	57.0	2.52	90.85	11	5272	106	453	22	1	0	0
20082D-01-05_S0.metabat.8	k__Bacteria (UID203)	5449	104	58	59.31	1.72	100.00	1644071	0	368	368	5527	5527	4467	4467	22909	22909	38.8	1.51	91.30	11	1787	63	40	1	0	0	0
20082D-01-05_S0.metabat.9	k__Bacteria (UID203)	5449	104	58	98.28	292.97	1.92	11864480	0	4619	4619	2514	2514	2568	2568	30434	30434	32.9	3.17	89.40	11	13835	1	10	11	13	14	55
